PERMNO,date,TICKER,PRC,RET,SHROUT,vwretd,sprtrn,SECTOR
90319,2024-03-28,GOOGL,150.92999,0.090062,5879000.0,0.03245,0.031019,Consumer Discretionary
90319,2024-04-30,GOOGL,162.78,0.078513,5874000.0,-0.042724,-0.041615,Consumer Discretionary
90319,2024-05-31,GOOGL,172.5,0.059713,5874000.0,0.046553,0.048021,Consumer Discretionary
90319,2024-06-28,GOOGL,182.14999,0.057101,5860000.0,0.026073,0.03467,Consumer Discretionary
90319,2024-07-31,GOOGL,171.53999,-0.058249,5859000.0,0.019878,0.011321,Consumer Discretionary
90319,2024-08-30,GOOGL,163.38,-0.047569,5859000.0,0.021572,0.022835,Consumer Discretionary
90319,2024-09-30,GOOGL,165.85001,0.016342,5844000.0,0.020969,0.020197,Consumer Discretionary
90319,2024-10-31,GOOGL,171.11,0.031715,5843000.0,-0.008298,-0.009897,Consumer Discretionary
90319,2024-11-29,GOOGL,168.95,-0.012623,5843000.0,0.064855,0.057301,Consumer Discretionary
90319,2024-12-31,GOOGL,189.3,0.121634,5843000.0,-0.031582,-0.02499,Consumer Discretionary
93002,2021-05-28,AVGO,472.32999,0.035357,410261.0,0.007092,0.005487,Information Technology
93002,2021-06-30,AVGO,476.84,0.017170,410261.0,0.023422,0.022214,Information Technology
93002,2021-07-30,AVGO,485.39999,0.017952,412000.0,0.011828,0.022748,Information Technology
93002,2021-08-31,AVGO,497.20999,0.024330,411616.0,0.027146,0.02899,Information Technology
93002,2021-09-30,AVGO,484.92999,-0.017457,411616.0,-0.042243,-0.047569,Information Technology
93002,2021-10-29,AVGO,531.66998,0.096385,413000.0,0.064651,0.069144,Information Technology
93002,2021-11-30,AVGO,553.67999,0.041398,412874.0,-0.01835,-0.008334,Information Technology
93002,2021-12-31,AVGO,665.40997,0.209200,412874.0,0.033341,0.043613,Information Technology
93002,2022-01-31,AVGO,585.88,-0.119520,410000.0,-0.059822,-0.052585,Information Technology
93002,2022-02-28,AVGO,587.44,0.002663,408281.0,-0.021838,-0.031361,Information Technology
93002,2022-03-31,AVGO,629.67999,0.078885,408281.0,0.030506,0.035773,Information Technology
93002,2022-04-29,AVGO,554.39001,-0.119569,406000.0,-0.089387,-0.087957,Information Technology
93002,2022-05-31,AVGO,580.13,0.046429,403818.0,-0.002113,5.3e-05,Information Technology
93002,2022-06-30,AVGO,485.81,-0.155517,403818.0,-0.083998,-0.08392,Information Technology
93002,2022-07-29,AVGO,535.47998,0.102242,405000.0,0.090351,0.091116,Information Technology
93002,2022-08-31,AVGO,499.10999,-0.067920,405001.0,-0.036233,-0.04244,Information Technology
93002,2022-09-30,AVGO,444.01001,-0.102182,405001.0,-0.091323,-0.093396,Information Technology
93002,2022-10-31,AVGO,470.12,0.058805,418000.0,0.077394,0.079863,Information Technology
93002,2022-11-30,AVGO,551.03003,0.172105,417886.0,0.052354,0.053753,Information Technology
93002,2022-12-30,AVGO,559.13,0.023048,417886.0,-0.057119,-0.058971,Information Technology
93002,2023-01-31,AVGO,585.01001,0.046286,417000.0,0.071823,0.061753,Information Technology
93002,2023-02-28,AVGO,594.28998,0.015863,416924.0,-0.024666,-0.026112,Information Technology
93002,2023-03-31,AVGO,641.53998,0.087247,416924.0,0.02395,0.035052,Information Technology
93002,2023-04-28,AVGO,626.5,-0.023444,414000.0,0.008976,0.014642,Information Technology
93002,2023-05-31,AVGO,807.96002,0.289641,412685.0,0.000708,0.002482,Information Technology
93002,2023-06-30,AVGO,867.42999,0.079298,412685.0,0.066183,0.064728,Information Technology
93002,2023-07-31,AVGO,898.65002,0.035991,413000.0,0.035618,0.031139,Information Technology
93002,2023-08-31,AVGO,922.89001,0.026974,412736.0,-0.020608,-0.017716,Information Technology
93002,2023-09-29,AVGO,830.58002,-0.095038,412736.0,-0.04739,-0.048719,Information Technology
93002,2023-10-31,AVGO,841.37,0.012991,414000.0,-0.028865,-0.02198,Information Technology
93002,2023-11-30,AVGO,925.72998,0.100265,468141.0,0.092053,0.089179,Information Technology
93002,2023-12-29,AVGO,1116.25,0.211476,468141.0,0.053604,0.044229,Information Technology
93002,2024-01-31,AVGO,1180.0,0.057111,468141.0,0.007561,0.015896,Information Technology
93002,2024-02-29,AVGO,1300.48999,0.102110,463421.0,0.050583,0.051721,Information Technology
93002,2024-03-28,AVGO,1325.41003,0.023199,463421.0,0.03245,0.031019,Information Technology
93002,2024-04-30,AVGO,1300.27002,-0.018968,463421.0,-0.042724,-0.041615,Information Technology
93002,2024-05-31,AVGO,1328.55005,0.021749,465488.0,0.046553,0.048021,Information Technology
93002,2024-06-28,AVGO,1605.53003,0.212435,465488.0,0.026073,0.03467,Information Technology
93002,2024-07-31,AVGO,160.67999,0.000791,4654880.0,0.019878,0.011321,Information Technology
93002,2024-08-30,AVGO,162.82001,0.013318,4670576.0,0.021572,0.022835,Information Technology
93002,2024-09-30,AVGO,172.5,0.062707,4670576.0,0.020969,0.020197,Information Technology
93002,2024-10-31,AVGO,169.77,-0.015826,4670576.0,-0.008298,-0.009897,Information Technology
93002,2024-11-29,AVGO,162.08,-0.045297,4686000.0,0.064855,0.057301,Information Technology
93002,2024-12-31,AVGO,231.84,0.434045,4686000.0,-0.031582,-0.02499,Information Technology
93436,2021-05-28,TSLA,625.21997,-0.118713,963330.0,0.007092,0.005487,Utilities
93436,2021-06-30,TSLA,679.70001,0.087137,984003.0,0.023422,0.022214,Utilities
93436,2021-07-30,TSLA,687.20001,0.011034,990015.0,0.011828,0.022748,Utilities
93436,2021-08-31,TSLA,735.71997,0.070605,1001767.0,0.027146,0.02899,Utilities
93436,2021-09-30,TSLA,775.47998,0.054042,1004000.0,-0.042243,-0.047569,Utilities
93436,2021-10-29,TSLA,1114.0,0.436530,1004265.0,0.064651,0.069144,Utilities
93436,2021-11-30,TSLA,1144.76001,0.027612,1004265.0,-0.01835,-0.008334,Utilities
93436,2021-12-31,TSLA,1056.78003,-0.076855,1033508.0,0.033341,0.043613,Utilities
93436,2022-01-31,TSLA,936.71997,-0.113609,1033508.0,-0.059822,-0.052585,Utilities
93436,2022-02-28,TSLA,870.42999,-0.070768,1033508.0,-0.021838,-0.031361,Utilities
93436,2022-03-31,TSLA,1077.59998,0.238009,1035976.0,0.030506,0.035773,Utilities
93436,2022-04-29,TSLA,870.76001,-0.191945,1036010.0,-0.089387,-0.087957,Utilities
93436,2022-05-31,TSLA,758.26001,-0.129197,1036010.0,-0.002113,5.3e-05,Utilities
93436,2022-06-30,TSLA,673.41998,-0.111888,1041000.0,-0.083998,-0.08392,Utilities
93436,2022-07-29,TSLA,891.45001,0.323765,1044490.0,0.090351,0.091116,Utilities
93436,2022-08-31,TSLA,275.60999,-0.072489,3133470.0,-0.036233,-0.04244,Utilities
93436,2022-09-30,TSLA,265.25,-0.037589,3158000.0,-0.091323,-0.093396,Utilities
93436,2022-10-31,TSLA,227.53999,-0.142168,3157752.0,0.077394,0.079863,Utilities
93436,2022-11-30,TSLA,194.7,-0.144326,3157752.0,0.052354,0.053753,Utilities
93436,2022-12-30,TSLA,123.18,-0.367334,3164000.0,-0.057119,-0.058971,Utilities
93436,2023-01-31,TSLA,173.22,0.406235,3164103.0,0.071823,0.061753,Utilities
93436,2023-02-28,TSLA,205.71001,0.187565,3164103.0,-0.024666,-0.026112,Utilities
93436,2023-03-31,TSLA,207.46001,0.008507,3169314.0,0.02395,0.035052,Utilities
93436,2023-04-28,TSLA,164.31,-0.207992,3169504.0,0.008976,0.014642,Utilities
93436,2023-05-31,TSLA,203.92999,0.241130,3169504.0,0.000708,0.002482,Utilities
93436,2023-06-30,TSLA,261.76999,0.283627,3174000.0,0.066183,0.064728,Utilities
93436,2023-07-31,TSLA,267.42999,0.021622,3173994.0,0.035618,0.031139,Utilities
93436,2023-08-31,TSLA,258.07999,-0.034962,3173994.0,-0.020608,-0.017716,Utilities
93436,2023-09-29,TSLA,250.22,-0.030456,3179000.0,-0.04739,-0.048719,Utilities
93436,2023-10-31,TSLA,200.84,-0.197346,3178921.0,-0.028865,-0.02198,Utilities
93436,2023-11-30,TSLA,240.08,0.195379,3178921.0,0.092053,0.089179,Utilities
93436,2023-12-29,TSLA,248.48,0.034988,3185000.0,0.053604,0.044229,Utilities
93436,2024-01-31,TSLA,187.28999,-0.246257,3184790.0,0.007561,0.015896,Utilities
93436,2024-02-29,TSLA,201.88,0.077901,3184790.0,0.050583,0.051721,Utilities
93436,2024-03-28,TSLA,175.78999,-0.129235,3188966.0,0.03245,0.031019,Utilities
93436,2024-04-30,TSLA,183.28,0.042608,3189196.0,-0.042724,-0.041615,Utilities
93436,2024-05-31,TSLA,178.08,-0.028372,3189196.0,0.046553,0.048021,Utilities
93436,2024-06-28,TSLA,197.88,0.111186,3194640.0,0.026073,0.03467,Utilities
93436,2024-07-31,TSLA,232.07001,0.172781,3194640.0,0.019878,0.011321,Utilities
93436,2024-08-30,TSLA,214.11,-0.077390,3194640.0,0.021572,0.022835,Utilities
93436,2024-09-30,TSLA,261.63,0.221942,3207000.0,0.020969,0.020197,Utilities
93436,2024-10-31,TSLA,249.85001,-0.045025,3210060.0,-0.008298,-0.009897,Utilities
93436,2024-11-29,TSLA,345.16,0.381469,3210060.0,0.064855,0.057301,Utilities
93436,2024-12-31,TSLA,403.84,0.170008,3210060.0,-0.031582,-0.02499,Utilities
