PERMNO,date,TICKER,PRC,VOL,RET,sprtrn
12449,2021-03-31,FLT,268.63,137386.0,-0.031301,0.042439
12449,2021-04-30,FLT,287.72,66837.0,0.071064,0.052425
12449,2021-05-28,FLT,274.44,117435.0,-0.046156,0.005487
12449,2021-06-30,FLT,256.06,189550.0,-0.066973,0.022214
12449,2021-07-30,FLT,258.22,144070.0,0.008436,0.022748
12449,2021-08-31,FLT,263.28,149796.0,0.019596,0.02899
12449,2021-09-30,FLT,261.26999,85334.0,-0.007634,-0.047569
12449,2021-10-29,FLT,247.41,101046.0,-0.053049,0.069144
12449,2021-11-30,FLT,207.13,145252.0,-0.162807,-0.008334
12449,2021-12-31,FLT,223.84,126099.0,0.080674,0.043613
12449,2022-01-31,FLT,238.25999,121674.0,0.064421,-0.052585
12449,2022-02-28,FLT,234.2,136910.0,-0.01704,-0.031361
12449,2022-03-31,FLT,249.06,97490.0,0.06345,0.035773
12449,2022-04-29,FLT,249.52,99677.0,0.001847,-0.087957
12449,2022-05-31,FLT,248.81,127243.0,-0.002845,5.3e-05
12449,2022-06-30,FLT,210.11,133204.0,-0.15554,-0.08392
12449,2022-07-29,FLT,220.09,97839.0,0.047499,0.091116
12449,2022-08-31,FLT,212.53,128748.0,-0.03435,-0.04244
12449,2022-09-30,FLT,176.17,115452.0,-0.171082,-0.093396
12449,2022-10-31,FLT,186.12,161474.0,0.05648,0.079863
12449,2022-11-30,FLT,196.2,127519.0,0.054159,0.053753
12449,2022-12-30,FLT,183.67999,101905.0,-0.063812,-0.058971
12449,2023-01-31,FLT,208.81,79419.0,0.136814,0.061753
12449,2023-02-28,FLT,214.78999,129637.0,0.028638,-0.026112
12449,2023-03-31,FLT,210.85001,166338.0,-0.018343,0.035052
12449,2023-04-28,FLT,213.92,96059.0,0.01456,0.014642
12449,2023-05-31,FLT,226.55,136991.0,0.059041,0.002482
12449,2023-06-30,FLT,251.08,90250.0,0.108276,0.064728
12449,2023-07-31,FLT,248.91,85698.0,-0.008643,0.031139
12449,2023-08-31,FLT,271.73001,108046.0,0.09168,-0.017716
12449,2023-09-29,FLT,255.34,81256.0,-0.060317,-0.048719
12449,2023-10-31,FLT,225.17,99816.0,-0.118156,-0.02198
12449,2023-11-30,FLT,240.5,98573.0,0.068082,0.089179
12449,2023-12-29,FLT,282.60999,113163.0,0.175093,0.044229
12449,2024-01-31,FLT,289.92999,70745.0,0.025901,0.015896
12449,2024-02-29,FLT,279.26999,105448.0,-0.036768,0.051721
12449,2024-03-28,CPAY,308.54001,98978.0,0.104809,0.031019
12449,2024-04-30,CPAY,302.14001,86354.0,-0.020743,-0.041615
12449,2024-05-31,CPAY,267.67001,126101.0,-0.114086,0.048021
12449,2024-06-28,CPAY,266.41,106583.0,-0.004707,0.03467
12449,2024-07-31,CPAY,291.82001,86452.0,0.095379,0.011321
12449,2024-08-30,CPAY,315.54999,98702.0,0.081317,0.022835
12449,2024-09-30,CPAY,312.76001,88533.0,-0.008842,0.020197
12449,2024-10-31,CPAY,329.72,120077.0,0.054227,-0.009897
12449,2024-11-29,CPAY,381.17999,102069.0,0.156072,0.057301
12449,2024-12-31,CPAY,338.42001,93582.0,-0.112178,-0.02499
12476,2019-01-31,TRGP,43.01,590144.0,0.219323,0.078684
12476,2019-02-28,TRGP,40.24,514275.0,-0.064404,0.029729
12476,2019-03-29,TRGP,41.55,414399.0,0.032555,0.017924
12476,2019-04-30,TRGP,40.15,431551.0,-0.011793,0.039313
12476,2019-05-31,TRGP,38.46,571552.0,-0.042092,-0.065778
12476,2019-06-28,TRGP,39.26,469848.0,0.020801,0.06893
12476,2019-07-31,TRGP,38.91,402463.0,0.014264,0.013128
12476,2019-08-30,TRGP,36.12,581783.0,-0.071704,-0.018092
12476,2019-09-30,TRGP,40.17,502658.0,0.112126,0.017181
12476,2019-10-31,TRGP,38.88,338256.0,-0.00946,0.020432
12476,2019-11-29,TRGP,36.53,384233.0,-0.060442,0.034047
12476,2019-12-31,TRGP,40.83,480012.0,0.117712,0.02859
12476,2020-01-31,TRGP,36.5,410431.0,-0.083762,-0.001628
12476,2020-02-28,TRGP,32.4,469181.0,-0.112329,-0.08411
12476,2020-03-31,TRGP,6.91,1681191.0,-0.786728,-0.125119
12476,2020-04-30,TRGP,12.96,1458452.0,0.890015,0.126844
12476,2020-05-29,TRGP,17.89,1111259.0,0.380401,0.045282
12476,2020-06-30,TRGP,20.07,880328.0,0.121856,0.018388
12476,2020-07-31,TRGP,18.28,558931.0,-0.084205,0.055101
12476,2020-08-31,TRGP,17.01,502907.0,-0.069475,0.070065
12476,2020-09-30,TRGP,14.03,557125.0,-0.175191,-0.039228
12476,2020-10-30,TRGP,16.05,630055.0,0.151105,-0.027666
12476,2020-11-30,TRGP,23.5,556257.0,0.464175,0.107546
12476,2020-12-31,TRGP,26.38,468681.0,0.122553,0.037121
12476,2021-01-29,TRGP,27.37,395011.0,0.041319,-0.011137
12476,2021-02-26,TRGP,30.93,345604.0,0.130069,0.026091
12476,2021-03-31,TRGP,31.75,391967.0,0.026511,0.042439
12476,2021-04-30,TRGP,34.69,335815.0,0.095748,0.052425
12476,2021-05-28,TRGP,38.86,360944.0,0.120208,0.005487
12476,2021-06-30,TRGP,44.45,1009837.0,0.14385,0.022214
12476,2021-07-30,TRGP,42.11,298982.0,-0.048144,0.022748
12476,2021-08-31,TRGP,43.92,296585.0,0.042983,0.02899
12476,2021-09-30,TRGP,49.21,289349.0,0.120446,-0.047569
12476,2021-10-29,TRGP,54.67,229787.0,0.112985,0.069144
12476,2021-11-30,TRGP,51.63,283946.0,-0.055606,-0.008334
12476,2021-12-31,TRGP,52.24,295709.0,0.011815,0.043613
12476,2022-01-31,TRGP,59.08,321722.0,0.137634,-0.052585
12476,2022-02-28,TRGP,65.37,302553.0,0.106466,-0.031361
12476,2022-03-31,TRGP,75.47,433866.0,0.154505,0.035773
12476,2022-04-29,TRGP,73.41,294314.0,-0.022658,-0.087957
12476,2022-05-31,TRGP,72.02,587915.0,-0.018935,5.3e-05
12476,2022-06-30,TRGP,59.67,523289.0,-0.17148,-0.08392
12476,2022-07-29,TRGP,69.11,321026.0,0.164069,0.091116
12476,2022-08-31,TRGP,68.23,296906.0,-0.012733,-0.04244
12476,2022-09-30,TRGP,60.34,385382.0,-0.115638,-0.093396
12476,2022-10-31,TRGP,68.37,884671.0,0.13888,0.079863
12476,2022-11-30,TRGP,74.39,341812.0,0.08805,0.053753
12476,2022-12-30,TRGP,73.5,301501.0,-0.011964,-0.058971
12476,2023-01-31,TRGP,75.02,263751.0,0.025442,0.061753
12476,2023-02-28,TRGP,74.1,319152.0,-0.012263,-0.026112
12476,2023-03-31,TRGP,72.95,422885.0,-0.01552,0.035052
12476,2023-04-28,TRGP,75.53,262373.0,0.042221,0.014642
12476,2023-05-31,TRGP,68.05,369547.0,-0.099033,0.002482
12476,2023-06-30,TRGP,76.1,364849.0,0.118295,0.064728
12476,2023-07-31,TRGP,81.99,256980.0,0.083968,0.031139
12476,2023-08-31,TRGP,86.25,371291.0,0.051958,-0.017716
12476,2023-09-29,TRGP,85.72,304235.0,-0.006145,-0.048719
12476,2023-10-31,TRGP,83.61,354382.0,-0.018782,-0.02198
12476,2023-11-30,TRGP,90.45,426151.0,0.081808,0.089179
12476,2023-12-29,TRGP,86.87,280942.0,-0.03958,0.044229
12476,2024-01-31,TRGP,84.96,303537.0,-0.016231,0.015896
12476,2024-02-29,TRGP,98.24,438546.0,0.156309,0.051721
12476,2024-03-28,TRGP,111.99,313471.0,0.139963,0.031019
12476,2024-04-30,TRGP,114.06,379050.0,0.025181,-0.041615
12476,2024-05-31,TRGP,118.23,298806.0,0.03656,0.048021
12476,2024-06-28,TRGP,128.78,320399.0,0.089233,0.03467
12476,2024-07-31,TRGP,135.28,264248.0,0.056298,0.011321
12476,2024-08-30,TRGP,146.89999,401313.0,0.085896,0.022835
12476,2024-09-30,TRGP,148.00999,393306.0,0.007556,0.020197
12476,2024-10-31,TRGP,166.96001,362730.0,0.133099,-0.009897
12476,2024-11-29,TRGP,204.3,344803.0,0.223646,0.057301
12476,2024-12-31,TRGP,178.5,387178.0,-0.126285,-0.02499
12490,2019-01-31,IBM,134.42,1203886.0,0.182546,0.078684
12490,2019-02-28,IBM,138.13,684620.0,0.03928,0.029729
12490,2019-03-29,IBM,141.10001,746889.0,0.021501,0.017924
12490,2019-04-30,IBM,140.27,801992.0,-0.005882,0.039313
12490,2019-05-31,IBM,126.99,755379.0,-0.083125,-0.065778
12490,2019-06-28,IBM,137.89999,613430.0,0.085912,0.06893
12490,2019-07-31,IBM,148.24001,801759.0,0.074982,0.013128
12490,2019-08-30,IBM,135.53,962932.0,-0.074811,-0.018092
12490,2019-09-30,IBM,145.42,621165.0,0.072973,0.017181
12490,2019-10-31,IBM,133.73,928079.0,-0.080388,0.020432
12490,2019-11-29,IBM,134.45,649211.0,0.017498,0.034047
12490,2019-12-31,IBM,134.03999,719415.0,-0.003049,0.02859
12490,2020-01-31,IBM,143.73,1134424.0,0.072292,-0.001628
12490,2020-02-28,IBM,130.14999,1181537.0,-0.083212,-0.08411
12490,2020-03-31,IBM,110.93,1900887.0,-0.147676,-0.125119
12490,2020-04-30,IBM,125.56,1306975.0,0.131885,0.126844
12490,2020-05-29,IBM,124.9,928888.0,0.007725,0.045282
12490,2020-06-30,IBM,120.77,1210114.0,-0.033066,0.018388
12490,2020-07-31,IBM,122.94,1141956.0,0.017968,0.055101
12490,2020-08-31,IBM,123.31,740566.0,0.016268,0.070065
12490,2020-09-30,IBM,121.67,845102.0,-0.0133,-0.039228
12490,2020-10-30,IBM,111.66,1591309.0,-0.082272,-0.027666
12490,2020-11-30,IBM,123.52,1036842.0,0.120813,0.107546
12490,2020-12-31,IBM,125.88,1028317.0,0.019106,0.037121
12490,2021-01-29,IBM,119.11,1761891.0,-0.053781,-0.011137
12490,2021-02-26,IBM,118.93,1067272.0,0.012174,0.026091
12490,2021-03-31,IBM,133.25999,1279678.0,0.120491,0.042439
12490,2021-04-30,IBM,141.88,1229205.0,0.064686,0.052425
12490,2021-05-28,IBM,143.74001,979608.0,0.024669,0.005487
12490,2021-06-30,IBM,146.59,844490.0,0.019827,0.022214
12490,2021-07-30,IBM,140.96001,1106391.0,-0.038406,0.022748
12490,2021-08-31,IBM,140.34,696885.0,0.007236,0.02899
12490,2021-09-30,IBM,138.92999,766369.0,-0.010047,-0.047569
12490,2021-10-29,IBM,125.1,1440978.0,-0.099546,0.069144
12490,2021-11-30,IBM,117.1,1193833.0,-0.009401,-0.008334
12490,2021-12-31,IBM,133.66,1139768.0,0.141418,0.043613
12490,2022-01-31,IBM,133.57001,1472784.0,-0.000673,-0.052585
12490,2022-02-28,IBM,122.51,985360.0,-0.070525,-0.031361
12490,2022-03-31,IBM,130.02,965743.0,0.061301,0.035773
12490,2022-04-29,IBM,132.21001,1076879.0,0.016844,-0.087957
12490,2022-05-31,IBM,138.84,1132265.0,0.062628,5.3e-05
12490,2022-06-30,IBM,141.19,1058157.0,0.016926,-0.08392
12490,2022-07-29,IBM,130.78999,1298011.0,-0.07366,0.091116
12490,2022-08-31,IBM,128.45,774240.0,-0.005276,-0.04244
12490,2022-09-30,IBM,118.81,872671.0,-0.075049,-0.093396
12490,2022-10-31,IBM,138.28999,1134808.0,0.163959,0.079863
12490,2022-11-30,IBM,148.89999,936202.0,0.088654,0.053753
12490,2022-12-30,IBM,140.89,864262.0,-0.053794,-0.058971
12490,2023-01-31,IBM,134.73,1055760.0,-0.043722,0.061753
12490,2023-02-28,IBM,129.3,760807.0,-0.028056,-0.026112
12490,2023-03-31,IBM,131.09,1380931.0,0.013844,0.035052
12490,2023-04-28,IBM,126.41,836802.0,-0.035701,0.014642
12490,2023-05-31,IBM,128.59,962148.0,0.030377,0.002482
12490,2023-06-30,IBM,133.81,1013029.0,0.040594,0.064728
12490,2023-07-31,IBM,144.17999,857789.0,0.077498,0.031139
12490,2023-08-31,IBM,146.83,842742.0,0.029893,-0.017716
12490,2023-09-29,IBM,140.3,828065.0,-0.044473,-0.048719
12490,2023-10-31,IBM,144.64,943870.0,0.030934,-0.02198
12490,2023-11-30,IBM,158.56,784603.0,0.107716,0.089179
12490,2023-12-29,IBM,163.55,878348.0,0.031471,0.044229
12490,2024-01-31,IBM,183.66,1298888.0,0.122959,0.015896
12490,2024-02-29,IBM,185.03,886796.0,0.016498,0.051721
12490,2024-03-28,IBM,190.96001,999917.0,0.032049,0.031019
12490,2024-04-30,IBM,166.2,983796.0,-0.129661,-0.041615
12490,2024-05-31,IBM,166.85001,786204.0,0.013959,0.048021
12490,2024-06-28,IBM,172.95,707063.0,0.03656,0.03467
12490,2024-07-31,IBM,192.14,812586.0,0.110957,0.011321
12490,2024-08-30,IBM,202.13,654537.0,0.060685,0.022835
12490,2024-09-30,IBM,221.08,834470.0,0.093752,0.020197
12490,2024-10-31,IBM,206.72,1056244.0,-0.064954,-0.009897
12490,2024-11-29,IBM,227.41,772806.0,0.108166,0.057301
12490,2024-12-31,IBM,219.83,815357.0,-0.033332,-0.02499
12542,2019-01-31,NLSN,25.68,656673.0,0.100729,0.078684
12542,2019-02-28,NLSN,26.2,658205.0,0.020249,0.029729
12542,2019-03-29,NLSN,23.67,934817.0,-0.083206,0.017924
12542,2019-04-30,NLSN,25.53,867407.0,0.078581,0.039313
12542,2019-05-31,NLSN,22.73,798697.0,-0.109675,-0.065778
12542,2019-06-28,NLSN,22.6,597529.0,0.009679,0.06893
12542,2019-07-31,NLSN,23.16,642707.0,0.024779,0.013128
12542,2019-08-30,NLSN,20.76,616126.0,-0.088515,-0.018092
12542,2019-09-30,NLSN,21.25,565110.0,0.023603,0.017181
12542,2019-10-31,NLSN,20.16,561739.0,-0.051294,0.020432
12542,2019-11-29,NLSN,19.55,876482.0,-0.027282,0.034047
12542,2019-12-31,NLSN,20.3,788332.0,0.038363,0.02859
12542,2020-01-31,NLSN,20.4,767437.0,0.004926,-0.001628
12542,2020-02-28,NLSN,18.21,629203.0,-0.107353,-0.08411
12542,2020-03-31,NLSN,12.54,1196054.0,-0.308072,-0.125119
12542,2020-04-30,NLSN,14.73,1089005.0,0.174641,0.126844
12542,2020-05-29,NLSN,13.89,664838.0,-0.057026,0.045282
12542,2020-06-30,NLSN,14.86,967063.0,0.074154,0.018388
12542,2020-07-31,NLSN,14.43,536629.0,-0.028937,0.055101
12542,2020-08-31,NLSN,15.28,695214.0,0.063063,0.070065
12542,2020-09-30,NLSN,14.18,740876.0,-0.071989,-0.039228
12542,2020-10-30,NLSN,13.51,864999.0,-0.04725,-0.027666
12542,2020-11-30,NLSN,16.17,1194971.0,0.201332,0.107546
12542,2020-12-31,NLSN,20.87,1187242.0,0.290662,0.037121
12542,2021-01-29,NLSN,22.33,872249.0,0.069957,-0.011137
12542,2021-02-26,NLSN,22.41,571488.0,0.003583,0.026091
12542,2021-03-31,NLSN,25.15,1137161.0,0.124944,0.042439
12542,2021-04-30,NLSN,25.65,724505.0,0.019881,0.052425
12542,2021-05-28,NLSN,27.21,635421.0,0.060819,0.005487
12542,2021-06-30,NLSN,24.67,628750.0,-0.091143,0.022214
12542,2021-07-30,NLSN,23.69,431877.0,-0.039724,0.022748
12542,2021-08-31,NLSN,21.46,998915.0,-0.0916,0.02899
12542,2021-09-30,NLSN,19.19,771321.0,-0.105778,-0.047569
12542,2021-10-29,NLSN,20.25,741525.0,0.055237,0.069144
12542,2021-11-30,NLSN,19.16,782083.0,-0.050864,-0.008334
12542,2021-12-31,NLSN,20.51,709286.0,0.070459,0.043613
12542,2022-01-31,NLSN,18.86,797061.0,-0.080449,-0.052585
12542,2022-02-28,NLSN,17.42,966687.0,-0.076352,-0.031361
12542,2022-03-31,NLSN,27.24,3573409.0,0.567164,0.035773
12542,2022-04-29,NLSN,26.81,2291132.0,-0.015786,-0.087957
12542,2022-05-31,NLSN,25.56,695667.0,-0.046624,5.3e-05
12542,2022-06-30,NLSN,23.22,624969.0,-0.089202,-0.08392
12542,2022-07-29,NLSN,23.95,429870.0,0.031438,0.091116
12542,2022-08-31,NLSN,27.84,1215100.0,0.164927,-0.04244
12542,2022-09-30,NLSN,27.72,903931.0,-0.00431,-0.093396
12542,2022-10-31,NLSN,,522399.0,,0.079863
12558,2019-01-31,KMI,18.1,3722784.0,0.189857,0.078684
12558,2019-02-28,KMI,19.16,2621080.0,0.058564,0.029729
12558,2019-03-29,KMI,20.01,3486252.0,0.044363,0.017924
12558,2019-04-30,KMI,19.87,2831246.0,0.005497,0.039313
12558,2019-05-31,KMI,19.95,2989990.0,0.004026,-0.065778
12558,2019-06-28,KMI,20.88,2841317.0,0.046616,0.06893
12558,2019-07-31,KMI,20.62,2595965.0,-0.000479,0.013128
12558,2019-08-30,KMI,20.27,3186382.0,-0.016974,-0.018092
12558,2019-09-30,KMI,20.61,2190961.0,0.016774,0.017181
12558,2019-10-31,KMI,19.98,2537838.0,-0.018438,0.020432
12558,2019-11-29,KMI,19.61,2613663.0,-0.018518,0.034047
12558,2019-12-31,KMI,21.17,2434986.0,0.079551,0.02859
12558,2020-01-31,KMI,20.87,2924758.0,-0.002362,-0.001628
12558,2020-02-28,KMI,19.17,2747557.0,-0.081457,-0.08411
12558,2020-03-31,KMI,13.92,6311219.0,-0.273865,-0.125119
12558,2020-04-30,KMI,15.23,3780165.0,0.094109,0.126844
12558,2020-05-29,KMI,15.8,2585733.0,0.054662,0.045282
12558,2020-06-30,KMI,15.17,3169045.0,-0.039873,0.018388
12558,2020-07-31,KMI,14.1,2715990.0,-0.05323,0.055101
12558,2020-08-31,KMI,13.82,2433573.0,-0.019858,0.070065
12558,2020-09-30,KMI,12.33,2831792.0,-0.107815,-0.039228
12558,2020-10-30,KMI,11.9,3396997.0,-0.013585,-0.027666
12558,2020-11-30,KMI,14.38,3799122.0,0.208403,0.107546
12558,2020-12-31,KMI,13.67,4053957.0,-0.049374,0.037121
12558,2021-01-29,KMI,14.08,3716041.0,0.049195,-0.011137
12558,2021-02-26,KMI,14.7,3183030.0,0.044034,0.026091
12558,2021-03-31,KMI,16.65,3893438.0,0.132653,0.042439
12558,2021-04-30,KMI,17.05,3005541.0,0.04024,0.052425
12558,2021-05-28,KMI,18.34,3288254.0,0.07566,0.005487
12558,2021-06-30,KMI,18.23,3027636.0,-0.005998,0.022214
12558,2021-07-30,KMI,17.38,2701737.0,-0.031816,0.022748
12558,2021-08-31,KMI,16.27,2840075.0,-0.063866,0.02899
12558,2021-09-30,KMI,16.73,2831625.0,0.028273,-0.047569
12558,2021-10-29,KMI,16.75,3487133.0,0.017334,0.069144
12558,2021-11-30,KMI,15.46,2954814.0,-0.077015,-0.008334
12558,2021-12-31,KMI,15.86,3409532.0,0.025873,0.043613
12558,2022-01-31,KMI,17.36,3665608.0,0.111602,-0.052585
12558,2022-02-28,KMI,17.4,3319224.0,0.002304,-0.031361
12558,2022-03-31,KMI,18.91,4621881.0,0.086782,0.035773
12558,2022-04-29,KMI,18.15,3157493.0,-0.025516,-0.087957
12558,2022-05-31,KMI,19.69,3914092.0,0.084849,5.3e-05
12558,2022-06-30,KMI,16.76,3496840.0,-0.148807,-0.08392
12558,2022-07-29,KMI,17.99,2938599.0,0.089946,0.091116
12558,2022-08-31,KMI,18.32,3059630.0,0.018344,-0.04244
12558,2022-09-30,KMI,16.64,4371509.0,-0.091703,-0.093396
12558,2022-10-31,KMI,18.12,4350848.0,0.105619,0.079863
12558,2022-11-30,KMI,19.12,3461432.0,0.055188,0.053753
12558,2022-12-30,KMI,18.08,2647625.0,-0.054393,-0.058971
12558,2023-01-31,KMI,18.3,2648134.0,0.027517,0.061753
12558,2023-02-28,KMI,17.06,2361559.0,-0.06776,-0.026112
12558,2023-03-31,KMI,17.51,3099149.0,0.026378,0.035052
12558,2023-04-28,KMI,17.15,2152482.0,-0.004426,0.014642
12558,2023-05-31,KMI,16.11,2923693.0,-0.060641,0.002482
12558,2023-06-30,KMI,17.22,2914151.0,0.068901,0.064728
12558,2023-07-31,KMI,17.71,2660959.0,0.044861,0.031139
12558,2023-08-31,KMI,17.22,2462348.0,-0.027668,-0.017716
12558,2023-09-29,KMI,16.58,2736546.0,-0.037166,-0.048719
12558,2023-10-31,KMI,16.2,3187364.0,-0.005881,-0.02198
12558,2023-11-30,KMI,17.57,2833505.0,0.084568,0.089179
12558,2023-12-29,KMI,17.64,2765887.0,0.003984,0.044229
12558,2024-01-31,KMI,16.92,3309307.0,-0.024802,0.015896
12558,2024-02-29,KMI,17.39,2780228.0,0.027778,0.051721
12558,2024-03-28,KMI,18.34,2755730.0,0.054629,0.031019
12558,2024-04-30,KMI,18.28,2957948.0,0.012405,-0.041615
12558,2024-05-31,KMI,19.49,2647117.0,0.066193,0.048021
12558,2024-06-28,KMI,19.87,2600926.0,0.019497,0.03467
12558,2024-07-31,KMI,21.13,3713379.0,0.077881,0.011321
12558,2024-08-30,KMI,21.57,2702378.0,0.020823,0.022835
12558,2024-09-30,KMI,22.09,2357133.0,0.024108,0.020197
12558,2024-10-31,KMI,24.51,3292152.0,0.122567,-0.009897
12558,2024-11-29,KMI,28.27,2912422.0,0.153407,0.057301
12558,2024-12-31,KMI,27.4,2525080.0,-0.030775,-0.02499
12591,2019-01-31,APO,29.28,182559.0,0.193154,0.078684
12591,2019-02-28,APO,29.3,150719.0,0.019809,0.029729
12591,2019-03-29,APO,28.25,130637.0,-0.035836,0.017924
12591,2019-04-30,APO,32.69,188021.0,0.157168,0.039313
12591,2019-05-31,APO,29.41,278012.0,-0.086265,-0.065778
12591,2019-06-28,APO,34.3,230822.0,0.16627,0.06893
12591,2019-07-31,APO,33.0,355324.0,-0.037901,0.013128
12591,2019-08-30,APO,37.73,462448.0,0.158485,-0.018092
12591,2019-09-30,APO,37.82,836934.0,0.002385,0.017181
12591,2019-10-31,APO,41.16,469783.0,0.088313,0.020432
12591,2019-11-29,APO,43.8,337018.0,0.076288,0.034047
12591,2019-12-31,APO,47.71,488172.0,0.089269,0.02859
12591,2020-01-31,APO,47.32,459411.0,-0.008174,-0.001628
12591,2020-02-28,APO,41.66,404150.0,-0.100803,-0.08411
12591,2020-03-31,APO,33.5,918957.0,-0.195871,-0.125119
12591,2020-04-30,APO,40.49,489536.0,0.208657,0.126844
12591,2020-05-29,APO,47.6,497800.0,0.185972,0.045282
12591,2020-06-30,APO,49.92,514646.0,0.048739,0.018388
12591,2020-07-31,APO,49.1,254122.0,-0.016426,0.055101
12591,2020-08-31,APO,46.87,237662.0,-0.035438,0.070065
12591,2020-09-30,APO,44.75,259607.0,-0.045231,-0.039228
12591,2020-10-30,APO,36.86,413328.0,-0.176313,-0.027666
12591,2020-11-30,APO,43.62,273493.0,0.197233,0.107546
12591,2020-12-31,APO,48.98,241035.0,0.122879,0.037121
12591,2021-01-29,APO,45.94,256283.0,-0.062066,-0.011137
12591,2021-02-26,APO,49.46,254434.0,0.089682,0.026091
12591,2021-03-31,APO,47.01,793123.0,-0.049535,0.042439
12591,2021-04-30,APO,55.37,461206.0,0.177835,0.052425
12591,2021-05-28,APO,57.34,454362.0,0.044609,0.005487
12591,2021-06-30,APO,62.2,519169.0,0.084758,0.022214
12591,2021-07-30,APO,58.86,553620.0,-0.053698,0.022748
12591,2021-08-31,APO,59.78,412646.0,0.024125,0.02899
12591,2021-09-30,APO,61.59,464622.0,0.030278,-0.047569
12591,2021-10-29,APO,76.95,671487.0,0.249391,0.069144
12591,2021-11-30,APO,70.78,488029.0,-0.073684,-0.008334
12591,2021-12-31,APO,72.43,844184.0,0.023312,0.043613
12591,2022-01-31,APO,70.0,1040838.0,-0.03355,-0.052585
12591,2022-02-28,APO,65.26,659036.0,-0.062,-0.031361
12591,2022-03-31,APO,61.99,914682.0,-0.050107,0.035773
12591,2022-04-29,APO,49.76,512248.0,-0.19729,-0.087957
12591,2022-05-31,APO,57.64,809761.0,0.166399,5.3e-05
12591,2022-06-30,APO,48.48,817231.0,-0.158917,-0.08392
12591,2022-07-29,APO,57.1,385545.0,0.177805,0.091116
12591,2022-08-31,APO,55.58,504605.0,-0.019615,-0.04244
12591,2022-09-30,APO,46.5,592169.0,-0.163368,-0.093396
12591,2022-10-31,APO,55.36,496048.0,0.190538,0.079863
12591,2022-11-30,APO,69.39,604246.0,0.260657,0.053753
12591,2022-12-30,APO,63.79,442930.0,-0.080703,-0.058971
12591,2023-01-31,APO,70.78,415343.0,0.109578,0.061753
12591,2023-02-28,APO,70.9,505912.0,0.007347,-0.026112
12591,2023-03-31,APO,63.16,981046.0,-0.109168,0.035052
12591,2023-04-28,APO,63.39,353338.0,0.003642,0.014642
12591,2023-05-31,APO,66.85,566320.0,0.061366,0.002482
12591,2023-06-30,APO,76.81,613801.0,0.14899,0.064728
12591,2023-07-31,APO,81.71,363444.0,0.063794,0.031139
12591,2023-08-31,APO,87.34,569660.0,0.074165,-0.017716
12591,2023-09-29,APO,89.76,423872.0,0.027708,-0.048719
12591,2023-10-31,APO,77.44,552948.0,-0.137255,-0.02198
12591,2023-11-30,APO,92.0,573191.0,0.193569,0.089179
12591,2023-12-29,APO,93.19,445091.0,0.012935,0.044229
12591,2024-01-31,APO,100.4,491477.0,0.077369,0.015896
12591,2024-02-29,APO,111.8,552371.0,0.117829,0.051721
12591,2024-03-28,APO,112.45,454964.0,0.005814,0.031019
12591,2024-04-30,APO,108.38,425153.0,-0.036194,-0.041615
12591,2024-05-31,APO,116.16,494798.0,0.076052,0.048021
12591,2024-06-28,APO,118.07,598140.0,0.016443,0.03467
12591,2024-07-31,APO,125.31,443819.0,0.06132,0.011321
12591,2024-08-30,APO,115.73,738487.0,-0.07276,0.022835
12591,2024-09-30,APO,124.91,600509.0,0.079323,0.020197
12591,2024-10-31,APO,143.25999,664117.0,0.146906,-0.009897
12591,2024-11-29,APO,175.03,784607.0,0.224993,0.057301
12591,2024-12-31,APO,165.16,1945455.0,-0.05639,-0.02499
12622,2019-01-31,HCA,139.42999,360578.0,0.12037,0.078684
12622,2019-02-28,HCA,139.03999,238653.0,0.000072,0.029729
12622,2019-03-29,HCA,130.38,427174.0,-0.062284,0.017924
12622,2019-04-30,HCA,127.23,468019.0,-0.02416,0.039313
12622,2019-05-31,HCA,120.96,384729.0,-0.046137,-0.065778
12622,2019-06-28,HCA,135.17,313029.0,0.117477,0.06893
12622,2019-07-31,HCA,133.50999,365576.0,-0.012281,0.013128
12622,2019-08-30,HCA,120.2,316347.0,-0.096697,-0.018092
12622,2019-09-30,HCA,120.42,336520.0,0.00183,0.017181
12622,2019-10-31,HCA,133.53999,301343.0,0.108952,0.020432
12622,2019-11-29,HCA,138.66,290469.0,0.041336,0.034047
12622,2019-12-31,HCA,147.81,284103.0,0.065989,0.02859
12622,2020-01-31,HCA,138.8,300712.0,-0.060957,-0.001628
12622,2020-02-28,HCA,127.01,358292.0,-0.081844,-0.08411
12622,2020-03-31,HCA,89.85,983175.0,-0.292575,-0.125119
12622,2020-04-30,HCA,109.88,625939.0,0.222927,0.126844
12622,2020-05-29,HCA,106.9,608199.0,-0.02712,0.045282
12622,2020-06-30,HCA,97.06,605674.0,-0.092049,0.018388
12622,2020-07-31,HCA,126.64,518931.0,0.30476,0.055101
12622,2020-08-31,HCA,135.72,312735.0,0.071699,0.070065
12622,2020-09-30,HCA,124.68,359177.0,-0.081344,-0.039228
12622,2020-10-30,HCA,123.94,307994.0,-0.005935,-0.027666
12622,2020-11-30,HCA,150.11,353694.0,0.211151,0.107546
12622,2020-12-31,HCA,164.46001,291264.0,0.095597,0.037121
12622,2021-01-29,HCA,162.48,266087.0,-0.012039,-0.011137
12622,2021-02-26,HCA,172.03,323445.0,0.058776,0.026091
12622,2021-03-31,HCA,188.34,384301.0,0.097599,0.042439
