PERMNO,date,TICKER,COMNAM,CUSIP,PRC,VOL,RET,SHROUT,vwretd
12060,2022-12-30,GE,GENERAL ELECTRIC CO,36960430,83.79,1208033.0,-0.024427,1092668.0,-0.057119
12060,2023-01-31,GE,GENERAL ELECTRIC CO,36960430,80.48,1906353.0,0.236377,1092668.0,0.071823
12060,2023-02-28,GE,GENERAL ELECTRIC CO,36960430,84.71,1086067.0,0.05256,1089287.0,-0.024666
12060,2023-03-31,GE,GENERAL ELECTRIC CO,36960430,95.6,2037231.0,0.129501,1089287.0,0.02395
12060,2023-04-28,GE,GENERAL ELECTRIC CO,36960430,98.97,1238234.0,0.035251,1088960.0,0.008976
12060,2023-05-31,GE,GENERAL ELECTRIC CO,36960430,101.53,1164005.0,0.025866,1088960.0,0.000708
12060,2023-06-30,GE,GENERAL ELECTRIC CO,36960430,109.85,1141553.0,0.081946,1088960.0,0.066183
12060,2023-07-31,GE,GENERAL ELECTRIC CO,36960430,114.24,1010865.0,0.040692,1088378.0,0.035618
12060,2023-08-31,GE,GENERAL ELECTRIC CO,36960430,114.46,878458.0,0.001926,1088378.0,-0.020608
12060,2023-09-29,GE,GENERAL ELECTRIC CO,36960430,110.55,823242.0,-0.033461,1088378.0,-0.04739
12060,2023-10-31,GE,GENERAL ELECTRIC CO,36960430,108.63,1143747.0,-0.017368,1088386.0,-0.028865
12060,2023-11-30,GE,GENERAL ELECTRIC CO,36960430,121.8,969273.0,0.121237,1088386.0,0.092053
12060,2023-12-29,GE,GENERAL ELECTRIC CO,36960430,127.63,859743.0,0.048522,1088386.0,0.053604
12060,2024-01-31,GE,GENERAL ELECTRIC CO,36960430,132.42,1073038.0,0.03753,1088386.0,0.007561
12060,2024-02-29,GE,GENERAL ELECTRIC CO,36960430,156.89,1117132.0,0.184791,1088334.0,0.050583
12060,2024-03-28,GE,GENERAL ELECTRIC CO,36960430,175.53,1516517.0,0.118809,1093267.0,0.03245
12060,2024-04-30,GE,GENERAL ELECTRIC CO,36960430,161.82001,2044357.0,0.160333,1094607.0,-0.042724
12060,2024-05-31,GE,GENERAL ELECTRIC CO,36960430,165.14,1248445.0,0.020517,1094607.0,0.046553
12060,2024-06-28,GE,GENERAL ELECTRIC CO,36960430,158.97,1170836.0,-0.037362,1094607.0,0.026073
12060,2024-07-31,GE,GENERAL ELECTRIC CO,36960430,170.2,1293019.0,0.072404,1084311.0,0.019878
12060,2024-08-30,GE,GENERAL ELECTRIC CO,36960430,174.62,946938.0,0.025969,1084311.0,0.021572
12060,2024-09-30,GE,GENERAL ELECTRIC CO,36960430,188.58,1003546.0,0.081549,1084311.0,0.020969
12060,2024-10-31,GE,GENERAL ELECTRIC CO,36960430,171.78,1022438.0,-0.089087,1082294.0,-0.008298
12060,2024-11-29,GE,GENERAL ELECTRIC CO,36960430,182.16,839976.0,0.060426,1082294.0,0.064855
12060,2024-12-31,GE,GENERAL ELECTRIC CO,36960430,166.78999,1115095.0,-0.082839,1082294.0,-0.031582
12062,2015-01-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,114.78,316119.0,0.063763,84500.0,-0.027163
12062,2015-02-27,LH,LABORATORY CORP AMERICA HLDGS,50492210,123.03,293940.0,0.071877,100300.0,0.055915
12062,2015-03-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,126.09,205046.0,0.024872,100300.0,-0.010397
12062,2015-04-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,119.56,203686.0,-0.051788,100436.0,0.008766
12062,2015-05-29,LH,LABORATORY CORP AMERICA HLDGS,50492210,117.95,261895.0,-0.013466,100400.0,0.010277
12062,2015-06-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,121.22,227984.0,0.027724,100400.0,-0.019231
12062,2015-07-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,127.29,239895.0,0.050074,100600.0,0.012108
12062,2015-08-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,117.81,199844.0,-0.074476,101100.0,-0.059926
12062,2015-09-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,108.47,240268.0,-0.07928,101100.0,-0.033756
12062,2015-10-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,122.74,278337.0,0.131557,101200.0,0.073937
12062,2015-11-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,121.54,163986.0,-0.009777,101200.0,0.002404
12062,2015-12-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,123.64,191965.0,0.017278,101200.0,-0.022209
12062,2016-01-29,LH,LABORATORY CORP AMERICA HLDGS,50492210,112.35,207711.0,-0.091313,101200.0,-0.057085
12062,2016-02-29,LH,LABORATORY CORP AMERICA HLDGS,50492210,109.84,227509.0,-0.022341,101700.0,0.00062
12062,2016-03-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,117.13,199351.0,0.066369,101700.0,0.070491
12062,2016-04-29,LH,LABORATORY CORP AMERICA HLDGS,50492210,125.32,223054.0,0.069922,102094.0,0.011718
12062,2016-05-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,127.95,152420.0,0.020986,102400.0,0.01434
12062,2016-06-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,130.27,229303.0,0.018132,102400.0,0.002947
12062,2016-07-29,LH,LABORATORY CORP AMERICA HLDGS,50492210,139.56,161941.0,0.071313,102300.0,0.038815
12062,2016-08-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,136.92999,144794.0,-0.018845,102300.0,0.0028
12062,2016-09-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,137.48,137788.0,0.004017,102300.0,0.003013
12062,2016-10-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,125.34,173783.0,-0.088304,103000.0,-0.021544
12062,2016-11-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,125.85,161676.0,0.004069,103000.0,0.040488
12062,2016-12-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,128.38,129187.0,0.020103,103000.0,0.018763
12062,2017-01-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,134.21001,163218.0,0.045412,103000.0,0.022153
12062,2017-02-28,LH,LABORATORY CORP AMERICA HLDGS,50492210,142.25999,198730.0,0.059981,102300.0,0.032598
12062,2017-03-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,143.47,146812.0,0.008506,102300.0,0.002062
12062,2017-04-28,LH,LABORATORY CORP AMERICA HLDGS,50492210,140.14999,160988.0,-0.023141,102500.0,0.009655
12062,2017-05-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,139.0,138454.0,-0.008205,102300.0,0.009335
12062,2017-06-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,154.14,179266.0,0.108921,102300.0,0.009571
12062,2017-07-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,158.91,124819.0,0.030946,101800.0,0.020277
12062,2017-08-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,156.87,129470.0,-0.012838,101800.0,0.0016
12062,2017-09-29,LH,LABORATORY CORP AMERICA HLDGS,50492210,150.97,147390.0,-0.037611,101800.0,0.023729
12062,2017-10-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,153.71001,145447.0,0.018149,101800.0,0.019275
12062,2017-11-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,158.27,137042.0,0.029666,101800.0,0.027231
12062,2017-12-29,LH,LABORATORY CORP AMERICA HLDGS,50492210,159.50999,107029.0,0.007835,101800.0,0.012122
12062,2018-01-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,174.5,119281.0,0.093975,101800.0,0.050577
12062,2018-02-28,LH,LABORATORY CORP AMERICA HLDGS,50492210,172.7,147360.0,-0.010315,101900.0,-0.039455
12062,2018-03-29,LH,LABORATORY CORP AMERICA HLDGS,50492210,161.75,139001.0,-0.063405,101900.0,-0.018421
12062,2018-04-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,170.75,167339.0,0.055641,102001.0,0.004679
12062,2018-05-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,180.59,156825.0,0.057628,102300.0,0.026146
12062,2018-06-29,LH,LABORATORY CORP AMERICA HLDGS,50492210,179.53,154361.0,-0.00587,102300.0,0.005359
12062,2018-07-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,175.34,165574.0,-0.023339,101900.0,0.031573
12062,2018-08-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,172.87,138744.0,-0.014087,101900.0,0.030233
12062,2018-09-28,LH,LABORATORY CORP AMERICA HLDGS,50492210,173.67999,134150.0,0.004686,101900.0,0.000425
12062,2018-10-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,160.55,198631.0,-0.075599,100900.0,-0.074045
12062,2018-11-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,145.64,194955.0,-0.092868,100900.0,0.018512
12062,2018-12-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,126.36,221918.0,-0.132381,100900.0,-0.08989
12062,2019-01-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,139.35001,199138.0,0.102802,100900.0,0.088294
12062,2019-02-28,LH,LABORATORY CORP AMERICA HLDGS,50492210,148.24001,153608.0,0.063796,98600.0,0.032724
12062,2019-03-29,LH,LABORATORY CORP AMERICA HLDGS,50492210,152.98,142665.0,0.031975,98600.0,0.012962
12062,2019-04-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,159.92,189986.0,0.045365,98678.0,0.037893
12062,2019-05-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,162.61,192943.0,0.016821,98500.0,-0.061679
12062,2019-06-28,LH,LABORATORY CORP AMERICA HLDGS,50492210,172.89999,128411.0,0.06328,98500.0,0.067279
12062,2019-07-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,167.52,167459.0,-0.031116,98500.0,0.011854
12062,2019-08-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,167.56,122191.0,0.000239,97700.0,-0.020339
12062,2019-09-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,168.0,108357.0,0.002626,97700.0,0.016033
12062,2019-10-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,164.77,129749.0,-0.019226,97100.0,0.019257
12062,2019-11-29,LH,LABORATORY CORP AMERICA HLDGS,50492210,172.28999,111720.0,0.045639,97100.0,0.034999
12062,2019-12-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,169.17,113340.0,-0.018109,97100.0,0.028489
12062,2020-01-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,175.39999,148497.0,0.036827,97100.0,-0.001728
12062,2020-02-28,LH,LABORATORY CORP AMERICA HLDGS,50492210,175.69,144377.0,0.001653,97200.0,-0.077918
12062,2020-03-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,126.39,330232.0,-0.280608,97300.0,-0.141733
12062,2020-04-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,164.45,295675.0,0.301131,97100.0,0.129674
12062,2020-05-29,LH,LABORATORY CORP AMERICA HLDGS,50492210,175.32001,179436.0,0.066099,97200.0,0.053739
12062,2020-06-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,166.11,182139.0,-0.052533,97200.0,0.025299
12062,2020-07-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,192.92,182523.0,0.161399,97300.0,0.055531
12062,2020-08-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,175.75,170438.0,-0.089001,97400.0,0.068442
12062,2020-09-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,188.27,142294.0,0.071238,97400.0,-0.035056
12062,2020-10-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,199.77,131706.0,0.061082,97400.0,-0.020178
12062,2020-11-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,199.84,137293.0,0.00035,97400.0,0.123707
12062,2020-12-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,203.55,141423.0,0.018565,97400.0,0.045048
12062,2021-01-29,LH,LABORATORY CORP AMERICA HLDGS,50492210,228.91,136161.0,0.124589,97400.0,-0.000631
12062,2021-02-26,LH,LABORATORY CORP AMERICA HLDGS,50492210,239.91,168491.0,0.048054,97600.0,0.029196
12062,2021-03-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,255.03,157478.0,0.063024,97600.0,0.030573
12062,2021-04-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,265.87,108297.0,0.042505,97641.0,0.04819
12062,2021-05-28,LH,LABORATORY CORP AMERICA HLDGS,50492210,274.48001,138938.0,0.032384,97641.0,0.007092
12062,2021-06-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,275.85001,158924.0,0.004991,97641.0,0.023422
12062,2021-07-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,296.14999,128858.0,0.073591,96700.0,0.011828
12062,2021-08-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,303.38,140925.0,0.024413,96700.0,0.027146
12062,2021-09-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,281.44,126738.0,-0.072319,96700.0,-0.042243
12062,2021-10-29,LH,LABORATORY CORP AMERICA HLDGS,50492210,287.01999,116035.0,0.019827,96700.0,0.064651
12062,2021-11-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,285.32999,129007.0,-0.005888,95700.0,-0.01835
12062,2021-12-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,314.20999,194827.0,0.101216,95700.0,0.033341
12062,2022-01-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,271.35999,188198.0,-0.136374,95700.0,-0.059822
12062,2022-02-28,LH,LABORATORY CORP AMERICA HLDGS,50492210,271.26001,198781.0,-0.000368,93400.0,-0.021838
12062,2022-03-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,263.66,193963.0,-0.028017,93400.0,0.030506
12062,2022-04-29,LH,LABORATORY CORP AMERICA HLDGS,50492210,240.28,175643.0,-0.088675,93176.0,-0.089387
12062,2022-05-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,246.72,177168.0,0.029799,93176.0,-0.002113
12062,2022-06-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,234.36,197075.0,-0.050097,93176.0,-0.083998
12062,2022-07-29,LH,LABORATORY CORP AMERICA HLDGS,50492210,262.19,118633.0,0.118749,93176.0,0.090351
12062,2022-08-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,225.27,121708.0,-0.138068,90400.0,-0.036233
12062,2022-09-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,204.81,124481.0,-0.090824,90400.0,-0.091323
12062,2022-10-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,221.86,181536.0,0.083248,90400.0,0.077394
12062,2022-11-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,240.7,181447.0,0.088164,88600.0,0.052354
12062,2022-12-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,235.48,133136.0,-0.021687,88600.0,-0.057119
12062,2023-01-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,252.12,108248.0,0.070664,88600.0,0.071823
12062,2023-02-28,LH,LABORATORY CORP AMERICA HLDGS,50492210,239.36,143463.0,-0.047755,88200.0,-0.024666
12062,2023-03-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,229.42,133898.0,-0.041527,88500.0,0.02395
12062,2023-04-28,LH,LABORATORY CORP AMERICA HLDGS,50492210,226.71001,107946.0,-0.011812,88500.0,0.008976
12062,2023-05-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,212.53,129071.0,-0.059371,88600.0,0.000708
12062,2023-06-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,241.33,136146.0,0.13551,88600.0,0.066183
12062,2023-07-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,213.92999,151500.0,0.042777,88600.0,0.035618
12062,2023-08-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,208.10001,173891.0,-0.023886,88600.0,-0.020608
12062,2023-09-29,LH,LABORATORY CORP AMERICA HLDGS,50492210,201.05,172353.0,-0.033878,88600.0,-0.04739
12062,2023-10-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,199.73,181353.0,-0.006566,84900.0,-0.028865
12062,2023-11-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,216.91,163450.0,0.089621,84900.0,0.092053
12062,2023-12-29,LH,LABORATORY CORP AMERICA HLDGS,50492210,227.28999,148651.0,0.047854,84900.0,0.053604
12062,2024-01-31,LH,LABORATORY CORP AMERICA HLDGS,50492210,222.3,143758.0,-0.021954,84900.0,0.007561
12062,2024-02-29,LH,LABORATORY CORP AMERICA HLDGS,50492210,215.83,161880.0,-0.025866,84100.0,0.050583
12062,2024-03-28,LH,LABORATORY CORP AMERICA HLDGS,50492210,218.46001,150517.0,0.012186,84100.0,0.03245
12062,2024-04-30,LH,LABORATORY CORP AMERICA HLDGS,50492210,201.37,181477.0,-0.078229,84100.0,-0.042724
12062,2024-05-31,LH,LABCORP HOLDINGS INC,50492210,194.91,164007.0,-0.028505,84294.0,0.046553
12062,2024-06-28,LH,LABCORP HOLDINGS INC,50492210,203.50999,123224.0,0.044123,84294.0,0.026073
12062,2024-07-31,LH,LABCORP HOLDINGS INC,50492210,215.44,116802.0,0.058621,84294.0,0.019878
12062,2024-08-30,LH,LABCORP HOLDINGS INC,50492210,229.89,125882.0,0.070414,83963.0,0.021572
12062,2024-09-30,LH,LABCORP HOLDINGS INC,50492210,223.48,109708.0,-0.027883,83963.0,0.020969
12062,2024-10-31,LH,LABCORP HOLDINGS INC,50492210,228.27,133423.0,0.021434,83639.0,-0.008298
12062,2024-11-29,LH,LABCORP HOLDINGS INC,50492210,241.16,134095.0,0.059622,83639.0,0.064855
12062,2024-12-31,LH,LABCORP HOLDINGS INC,50492210,229.32001,99273.0,-0.049096,83639.0,-0.031582
12084,2015-01-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,79.34,693768.0,0.038482,251752.0,-0.027163
12084,2015-02-27,NXPI,N X P SEMICONDUCTORS N V,N6596X10,84.895,573775.0,0.070015,251752.0,0.055915
12084,2015-03-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,100.36,1086540.0,0.182166,251752.0,-0.010397
12084,2015-04-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,96.12,577619.0,-0.042248,251752.0,0.008766
12084,2015-05-29,NXPI,N X P SEMICONDUCTORS N V,N6596X10,112.25,604732.0,0.167811,251752.0,0.010277
12084,2015-06-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,98.2,561557.0,-0.125167,251752.0,-0.019231
12084,2015-07-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,96.99,932153.0,-0.012322,251752.0,0.012108
12084,2015-08-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,84.65,944455.0,-0.12723,251752.0,-0.059926
12084,2015-09-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,87.07,684243.0,0.028588,251752.0,-0.033756
12084,2015-10-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,78.35,1267202.0,-0.100149,251752.0,0.073937
12084,2015-11-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,93.46,978549.0,0.192853,251752.0,0.002404
12084,2015-12-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,84.25,826710.0,-0.098545,342004.0,-0.022209
12084,2016-01-29,NXPI,N X P SEMICONDUCTORS N V,N6596X10,74.78,885137.0,-0.112404,342004.0,-0.057085
12084,2016-02-29,NXPI,N X P SEMICONDUCTORS N V,N6596X10,71.24,916863.0,-0.047339,342004.0,0.00062
12084,2016-03-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,81.07,704005.0,0.137984,346003.0,0.070491
12084,2016-04-29,NXPI,N X P SEMICONDUCTORS N V,N6596X10,85.28,910337.0,0.05193,342542.0,0.011718
12084,2016-05-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,94.49,913999.0,0.107997,342542.0,0.01434
12084,2016-06-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,78.34,1022179.0,-0.170918,342542.0,0.002947
12084,2016-07-29,NXPI,N X P SEMICONDUCTORS N V,N6596X10,84.09,974379.0,0.073398,339211.0,0.038815
12084,2016-08-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,88.02,548681.0,0.046736,339211.0,0.0028
12084,2016-09-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,102.01,1070371.0,0.158941,339211.0,0.003013
12084,2016-10-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,100.0,1482779.0,-0.019704,339211.0,-0.021544
12084,2016-11-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,99.15,862416.0,-0.0085,335177.0,0.040488
12084,2016-12-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,98.01,557012.0,-0.011498,335177.0,0.018763
12084,2017-01-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,97.85,627723.0,-0.001633,335177.0,0.022153
12084,2017-02-28,NXPI,N X P SEMICONDUCTORS N V,N6596X10,102.81,497269.0,0.05069,335177.0,0.032598
12084,2017-03-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,103.5,582254.0,0.006711,335177.0,0.002062
12084,2017-04-28,NXPI,N X P SEMICONDUCTORS N V,N6596X10,105.75,551606.0,0.021739,335177.0,0.009655
12084,2017-05-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,109.9,780183.0,0.039244,335177.0,0.009335
12084,2017-06-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,109.45,875839.0,-0.004095,335177.0,0.009571
12084,2017-07-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,110.33,407224.0,0.00804,335177.0,0.020277
12084,2017-08-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,112.96,387250.0,0.023838,335177.0,0.0016
12084,2017-09-29,NXPI,N X P SEMICONDUCTORS N V,N6596X10,113.09,271268.0,0.001151,335177.0,0.023729
12084,2017-10-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,117.05,461302.0,0.035016,335177.0,0.019275
12084,2017-11-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,113.39,925822.0,-0.031269,335177.0,0.027231
12084,2017-12-29,NXPI,N X P SEMICONDUCTORS N V,N6596X10,117.09,496220.0,0.032631,335177.0,0.012122
12084,2018-01-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,120.32,489173.0,0.027586,335177.0,0.050577
12084,2018-02-28,NXPI,N X P SEMICONDUCTORS N V,N6596X10,124.66,1146981.0,0.036071,335177.0,-0.039455
12084,2018-03-29,NXPI,N X P SEMICONDUCTORS N V,N6596X10,117.0,786109.0,-0.061447,335177.0,-0.018421
12084,2018-04-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,104.9,1416976.0,-0.103419,335177.0,0.004679
12084,2018-05-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,114.0,2044252.0,0.086749,335177.0,0.026146
12084,2018-06-29,NXPI,N X P SEMICONDUCTORS N V,N6596X10,109.27,1482435.0,-0.041491,344337.0,0.005359
12084,2018-07-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,95.34,2089634.0,-0.127482,344337.0,0.031573
12084,2018-08-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,93.14,1576953.0,-0.023075,344337.0,0.030233
12084,2018-09-28,NXPI,N X P SEMICONDUCTORS N V,N6596X10,85.5,1558023.0,-0.079343,344337.0,0.000425
12084,2018-10-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,74.99,1309477.0,-0.122924,344337.0,-0.074045
12084,2018-11-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,83.37,1038997.0,0.111748,328703.0,0.018512
12084,2018-12-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,73.28,892996.0,-0.118028,328703.0,-0.08989
12084,2019-01-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,87.03,1016125.0,0.187636,328703.0,0.088294
12084,2019-02-28,NXPI,N X P SEMICONDUCTORS N V,N6596X10,91.32,911520.0,0.049293,328703.0,0.032724
12084,2019-03-29,NXPI,N X P SEMICONDUCTORS N V,N6596X10,88.39,585751.0,-0.029347,328703.0,0.012962
12084,2019-04-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,105.62,713060.0,0.194932,328703.0,0.037893
12084,2019-05-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,88.16,959079.0,-0.16531,328703.0,-0.061679
12084,2019-06-28,NXPI,N X P SEMICONDUCTORS N V,N6596X10,97.61,835184.0,0.110027,328703.0,0.067279
12084,2019-07-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,103.39,755754.0,0.059215,328703.0,0.011854
12084,2019-08-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,102.14,651709.0,-0.01209,328703.0,-0.020339
12084,2019-09-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,109.12,479573.0,0.072009,279479.0,0.016033
12084,2019-10-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,113.68,763135.0,0.041789,279527.0,0.019257
12084,2019-11-29,NXPI,N X P SEMICONDUCTORS N V,N6596X10,115.58,611137.0,0.016714,315520.0,0.034999
12084,2019-12-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,127.26,481977.0,0.1043,281437.0,0.028489
12084,2020-01-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,126.86,512189.0,-0.003143,281437.0,-0.001728
12084,2020-02-28,NXPI,N X P SEMICONDUCTORS N V,N6596X10,113.69,629059.0,-0.103815,279751.0,-0.077918
12084,2020-03-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,82.93,1101685.0,-0.267262,279001.0,-0.141733
12084,2020-04-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,99.57,784028.0,0.200651,279035.0,0.129674
12084,2020-05-29,NXPI,N X P SEMICONDUCTORS N V,N6596X10,96.1,1103800.0,-0.03485,279035.0,0.053739
12084,2020-06-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,114.04,1166668.0,0.190583,279224.0,0.025299
12084,2020-07-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,117.53,549267.0,0.030603,279224.0,0.055531
12084,2020-08-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,125.76,338329.0,0.070025,279224.0,0.068442
12084,2020-09-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,124.81,410475.0,-0.004572,279750.0,-0.035056
12084,2020-10-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,135.12,504985.0,0.082606,279750.0,-0.020178
12084,2020-11-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,158.42,383526.0,0.172439,279750.0,0.123707
12084,2020-12-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,159.00999,401110.0,0.006091,280475.0,0.045048
12084,2021-01-29,NXPI,N X P SEMICONDUCTORS N V,N6596X10,160.47,499330.0,0.009182,280475.0,-0.000631
12084,2021-02-26,NXPI,N X P SEMICONDUCTORS N V,N6596X10,182.55,579653.0,0.137596,277008.0,0.029196
12084,2021-03-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,201.34,1480666.0,0.106012,275747.0,0.030573
12084,2021-04-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,192.50999,535689.0,-0.043856,275750.0,0.04819
12084,2021-05-28,NXPI,N X P SEMICONDUCTORS N V,N6596X10,211.42,559419.0,0.098229,275750.0,0.007092
12084,2021-06-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,205.72,632052.0,-0.0243,275750.0,0.023422
12084,2021-07-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,206.39,405353.0,0.003257,265135.0,0.011828
12084,2021-08-31,NXPI,N X P SEMICONDUCTORS N V,N6596X10,215.13,437984.0,0.042347,265135.0,0.027146
12084,2021-09-30,NXPI,N X P SEMICONDUCTORS N V,N6596X10,195.87,408186.0,-0.086913,265135.0,-0.042243
